code,name,industry,board,is_stage2,date,close,ma50,ma150,ma200,52w_high,52w_low,pct_above_52w_low,pct_below_52w_high,return_20d_pct,return_120d_pct,amount_cny,volume,score,conditions,cup_handle_details,vcp_details,pullback_details,financial_pass,financial_score,market_cap_cny,pe_ttm,next_report_period,next_report_deadline,rev_growth,profit_growth,profit_margin,matched_reason
000691,亚太实业,C 制造业,深圳主板,True,2026-06-18,12.23,8.52,8.29,8.0,12.48,3.18,284.59,-2.0,47.0,78.28,404620164.0,34233181.0,126.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': True, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': True, 'vcp_status': '已突破', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': True, 'high_trend_ok': False, 'vcp_tight_range': 11.82, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': True, 'vcp_ranges': [23.8, 9.75, 11.82], 'vcp_vols': [9055901.97, 6509403.0, 5267235.11], 'vcp_resistance': 8.12}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,8,0,627.18,中报,2026-08-31,"[1.2, 17.61, 59.72]",,"[-11.85, -6.45, 6.57]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; VCP 波动收缩; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
000668,荣丰控股,K 房地产,深圳主板,True,2026-06-18,22.26,17.6,14.1,12.97,23.36,7.66,190.6,-4.71,22.78,125.76,185756488.0,8189732.0,115.29,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': True, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': True, 'vcp_status': '已突破', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 9.66, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': True, 'vcp_ranges': [19.11, 9.66], 'vcp_vols': [1997904.28, 3376319.0], 'vcp_resistance': 19.26}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,0,0,129.34,中报,2026-08-31,"[377.55, 204.38, -33.33]",,"[-15.02, 6.22, -23.02]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; VCP 波动收缩; pullback to MA with volume confirmation
000636,风华高科,C 制造业,深圳主板,True,2026-06-18,74.6,37.85,25.33,22.92,76.1,12.77,484.18,-1.97,118.13,373.65,10078879757.0,136338666.0,111.03,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '杯底位置异常，非有效U型'},{'reason': '收缩次数不足（需≥2轮）'},"{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,13,0,302.51,中报,2026-08-31,"[15.0, 16.54, 18.9]","[-12.91, -13.78, 37.62]","[5.6, 4.96, 5.88]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
000657,中钨高新,C 制造业,深圳主板,True,2026-06-18,98.48,62.82,47.02,40.13,98.48,11.41,763.1,0.0,73.66,278.04,8568251961.0,91463421.0,110.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 14.59, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [33.11, 14.59], 'vcp_vols': [73809171.62, 82442882.56], 'vcp_resistance': 63.19}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,10,0,161.26,中报,2026-08-31,"[24.7, 19.64, 106.59]","[255.01, 34.69, 314.24]","[7.3, 7.89, 14.13]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
000551,创元科技,C 制造业,深圳主板,True,2026-06-18,15.63,15.55,14.16,13.49,18.35,9.84,58.84,-14.82,-9.86,37.71,341389015.0,22137156.0,109.79,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': True, 'high_trend_ok': True, 'vcp_tight_range': 18.55, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': False, 'vcp_ranges': [25.81, 18.55], 'vcp_vols': [33769932.54, 18405753.36], 'vcp_resistance': 17.74}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,15,0,17.6,中报,2026-08-31,"[-6.96, 0.69, 3.26]","[-1.05, 13.3, 36.0]","[10.33, 10.2, 12.86]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
000070,特发信息,C 制造业,深圳主板,True,2026-06-18,20.73,19.35,15.59,14.28,22.5,6.78,205.75,-7.87,15.23,85.09,2232682873.0,107695971.0,107.13,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '左杯沿到杯底距离过短，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 4, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 21.07, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [14.73, 30.82, 14.92, 21.07], 'vcp_vols': [89103434.43, 94291045.69, 99021191.0, 93168692.0], 'vcp_resistance': 21.55}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,15,0,175.53,中报,2026-08-31,"[-10.04, 0.16, 5.06]","[243.96, 126.32, 278.71]","[3.34, -8.51, 1.52]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
000630,铜陵有色,C 制造业,深圳主板,True,2026-06-18,7.65,6.5,6.27,5.89,9.12,3.05,150.82,-16.12,33.28,47.12,6598819896.0,856039540.0,106.88,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': True, 'high_trend_ok': False, 'vcp_tight_range': 17.17, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': False, 'vcp_ranges': [23.25, 33.61, 17.17], 'vcp_vols': [713170465.58, 391832833.38, 320160951.0], 'vcp_resistance': 6.93}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",True,13,0,29.09,中报,2026-08-31,"[14.66, 18.69, 83.61]","[-36.28, -7.47, 48.32]","[1.86, 2.04, 3.08]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation; acceleration: rev+profit up, margin improving"
000672,上峰材料,C 制造业,深圳主板,True,2026-06-18,18.71,15.43,13.36,12.41,19.47,7.39,153.18,-3.9,6.25,75.85,720573036.0,38317563.0,106.1,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.True_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 2, 'vcp_tighten': True, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 15.08, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [22.37, 15.08], 'vcp_vols': [22990592.24, 26224375.7], 'vcp_resistance': 18.44}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.True_, 'price_above_ma10': True}",False,0,0,28.27,中报,2026-08-31,"[-5.69, -13.87, -24.17]","[45.93, 8.38, -83.63]","[15.31, 13.67, 1.57]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; pullback to MA with volume confirmation
000608,阳光股份,K 房地产,深圳主板,True,2026-06-18,7.59,4.54,3.56,3.15,7.59,1.76,331.25,0.0,91.67,194.19,301289515.0,40985454.0,103.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",False,3,0,,中报,2026-08-31,"[-5.79, -7.11, -14.88]",,"[-26.36, -63.24, -32.11]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
000021,深科技,电子,深圳主板,True,2026-06-18,44.04,34.17,29.73,28.42,46.76,16.53,166.42,-5.82,21.79,92.57,8236411129.0,188609924.0,99.18,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 19.57, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [16.7, 26.07, 19.57], 'vcp_vols': [128630893.15, 109402669.81, 189301729.78], 'vcp_resistance': 43.73}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",False,5,0,47.86,中报,2026-08-31,"[3.93, 6.21, 10.67]","[21.72, 33.14, 26.37]","[8.77, 9.19, 7.73]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
000593,德龙汇能,D 水电煤气,深圳主板,True,2026-06-18,25.2,21.63,16.07,13.85,27.99,5.72,340.56,-9.97,7.46,150.0,590449670.0,23233699.0,98.03,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 3, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 25.96, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [25.82, 18.17, 25.96], 'vcp_vols': [29750496.55, 28255190.21, 28113454.21], 'vcp_resistance': 27.0}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,8,0,343.79,中报,2026-08-31,"[1.56, -12.5, -17.66]","[-41.65, -1.24, 372.64]","[2.02, 1.33, 4.13]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
000510,新金路,C 制造业,深圳主板,True,2026-06-18,22.1,16.28,14.3,12.09,23.5,4.64,376.29,-5.96,62.74,132.63,1202502208.0,54923133.0,97.04,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 4, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': False, 'vcp_tight_range': 19.81, 'vcp_vol_dry_up': np.True_, 'vcp_breakout': False, 'vcp_ranges': [27.45, 37.68, 16.26, 19.81], 'vcp_vols': [98461485.83, 59473566.89, 48671682.14, 48725477.62], 'vcp_resistance': 16.71}","{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",False,3,0,,中报,2026-08-31,"[-16.82, -18.53, 3.27]",,"[-5.83, -14.01, -12.88]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
000060,中金岭南,有色金属,深圳主板,True,2026-06-18,8.01,7.24,6.64,6.34,9.22,4.33,84.99,-13.12,16.42,53.15,2018701054.0,250429910.0,94.88,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '杯底位置异常，非有效U型'},"{'vcp_valid': False, 'vcp_status': '构筑中', 'vcp_contractions': 4, 'vcp_tighten': False, 'vcp_vol_shrink': False, 'high_trend_ok': True, 'vcp_tight_range': 14.93, 'vcp_vol_dry_up': np.False_, 'vcp_breakout': False, 'vcp_ranges': [20.05, 30.94, 19.06, 14.93], 'vcp_vols': [289066462.3, 164346376.94, 326285665.22, 304021686.5], 'vcp_resistance': 8.17}","{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",True,8,0,33.58,中报,2026-08-31,"[6.07, 1.11, 18.3]","[-9.6, -37.91, 64.52]","[1.84, 1.36, 2.65]","SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range; acceleration: rev+profit up, margin improving"
000539,粤电力Ａ,D 水电煤气,深圳主板,True,2026-06-18,7.4,7.08,5.67,5.43,9.82,4.41,67.8,-24.64,14.91,63.0,1934739931.0,251648337.0,85.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': False}",{'reason': '杯底位置异常，非有效U型'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': False, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': False}",False,5,0,37.66,中报,2026-08-31,"[-11.29, -9.83, 7.38]","[-92.09, -57.98, -41.21]","[2.31, 2.0, -1.59]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
000007,全新好,K 房地产,深圳主板,True,2026-06-18,13.68,13.44,12.24,11.05,17.79,6.75,102.67,-23.1,17.73,14.0,105149284.0,7721500.0,80.0,"{'close_gt_ma50': True, 'close_gt_ma150': True, 'close_gt_ma200': True, 'ma50_gt_ma150': True, 'ma50_gt_ma200': True, 'ma150_gt_ma200': True, 'ma200_rising_1m': True, 'above_52w_low_30pct': True, 'within_25pct_52w_high': True, 'cup_handle_pattern': False, 'vcp_pattern': False, 'pullback_confirm': np.False_}",{'reason': '柄部周期异常(29天)，标准1-4周'},{'reason': '首轮回调幅度过小，无洗盘意义'},"{'ma10_pullback': True, 'ma50_pullback': False, 'volume_expanding': np.False_, 'price_above_ma10': True}",False,0,0,1926.76,中报,2026-08-31,"[94.42, 28.79, 29.72]","[50.3, -98.89, -295.99]","[0.82, 0.16, -2.53]",SEPA Stage 2: price above MA50/150/200; MA50>MA150>MA200; MA200 rising; price strong vs 52w range
